,client_id,Variation,visitor_id,tenure_group,clnt_tenure_mnth,clnt_age,gendr,gendr_num,invalid_sequence,converted,num_invalid_steps,first_invalid_step,last_invalid_step,wrong_steps,invalid_rate
6322,1522030,control,259123590_33841543093,long_tenure,178.0,51.0,F,0.0,True,1,12,start,confirm,12,0.0
6324,1522892,control,751875453_99295048353,short_tenure,82.0,80.0,M,1.0,True,0,6,start,step_2,6,0.0
6325,1523427,control,202778766_42915098930,short_tenure,70.0,67.0,U,,True,0,4,start,step_1,4,0.0
6326,1524395,test,770845415_12513557026,short_tenure,56.0,20.0,U,,True,1,7,start,confirm,7,0.0
6328,1524489,test,753650484_42985194087,short_tenure,67.0,59.5,U,,True,0,7,start,step_1,7,0.0
6331,1526478,control,848826854_38258843737,long_tenure,183.0,71.0,M,1.0,True,1,10,start,confirm,10,0.0
6332,1526516,control,826616824_51079932474,long_tenure,322.0,49.0,F,0.0,True,1,14,start,confirm,14,0.0
6333,1526569,control,250473993_52683616660,long_tenure,261.0,64.0,F,0.0,True,1,8,start,confirm,8,0.0
6337,1527518,control,395178040_63012283342,short_tenure,95.0,24.5,U,,True,1,8,start,confirm,8,0.0
6342,1529027,test,844777550_57681487679,short_tenure,77.0,35.0,M,1.0,True,0,6,start,step_1,6,0.0
6343,1529368,control,198609452_33891598222,long_tenure,322.0,22.0,F,0.0,True,0,8,start,start,8,0.0
6344,1529794,control,731754474_40551549937,short_tenure,90.0,32.5,U,,True,1,9,start,confirm,9,0.0
6352,1531616,control,788988394_23951039525,short_tenure,129.0,60.0,M,1.0,True,0,9,start,start,9,0.0
6353,1531962,control,836149036_81563329489,short_tenure,57.0,59.5,F,0.0,True,0,20,start,start,20,0.0
6357,1532336,test,480788903_32135592531,short_tenure,59.0,38.0,U,,True,0,8,start,start,8,0.0
6359,1532540,test,808047136_65482527150,short_tenure,130.0,60.5,M,1.0,True,0,9,start,step_1,9,0.0
6360,1532657,test,182162262_54188658736,short_tenure,94.0,25.5,U,,True,1,11,start,confirm,11,0.0
6363,1532932,test,364584852_73429595908,short_tenure,71.0,50.5,U,,True,0,10,start,start,10,0.0
6366,1533449,control,599707403_96315987751,short_tenure,96.0,67.0,U,,True,0,4,start,step_1,4,0.0
6368,1534361,test,817401052_21726823253,long_tenure,155.0,34.0,M,1.0,True,0,6,start,start,6,0.0
6373,1536463,control,126994510_56279434197,long_tenure,236.0,55.5,M,1.0,True,1,9,start,confirm,9,0.0
6375,1537156,control,311552382_92086000768,long_tenure,214.0,54.0,M,1.0,True,1,7,start,confirm,7,0.0
6377,1537875,control,732897340_75555552179,long_tenure,174.0,49.0,M,1.0,True,0,14,start,start,14,0.0
6378,1538336,control,244956121_97887476039,long_tenure,158.0,33.5,F,0.0,True,1,9,start,confirm,9,0.0
6379,1538798,control,768905430_36538253155,short_tenure,83.0,63.0,U,,True,0,6,start,step_3,6,0.0
6382,1539019,control,829046939_94661904264,long_tenure,214.0,45.0,M,1.0,True,0,7,start,step_2,7,0.0
6383,1539321,test,92809869_25313645902,long_tenure,281.0,48.0,M,1.0,True,0,10,start,step_2,10,0.0
6384,1539812,test,395837756_28013806678,long_tenure,145.0,66.5,F,0.0,True,0,11,start,step_1,11,0.0
6387,1540750,test,242234035_91963643795,long_tenure,259.0,58.5,M,1.0,True,0,10,start,step_1,10,0.0
6389,1541367,test,777087940_97708790061,short_tenure,89.0,64.0,U,,True,1,36,start,confirm,36,0.0
6390,1541401,control,39212208_21467571946,short_tenure,79.0,31.5,U,,True,1,7,start,confirm,7,0.0
6391,1541616,control,251516245_62687185726,short_tenure,136.0,55.5,M,1.0,True,0,14,start,start,14,0.0
6392,1541765,test,966354670_39123586587,long_tenure,283.0,63.5,M,1.0,True,1,10,start,confirm,10,0.0
6393,1541824,test,125221987_33318343591,long_tenure,290.0,51.5,M,1.0,True,0,10,confirm,start,10,0.0
6394,1542033,test,247595647_87415742710,short_tenure,106.0,60.0,M,1.0,True,1,17,start,confirm,17,0.0
6396,1542198,control,200141509_7792085238,short_tenure,101.0,66.5,U,,True,1,21,start,confirm,21,0.0
6401,1543625,control,218449179_72249598546,long_tenure,215.0,51.5,U,,True,0,10,start,step_1,10,0.0
6404,1544639,test,859150195_96714760710,short_tenure,96.0,61.5,U,,True,1,9,start,confirm,9,0.0
6406,1544759,control,956591423_88662784762,long_tenure,178.0,59.5,F,0.0,True,1,12,start,confirm,12,0.0
6407,1545297,control,484084926_81842426851,long_tenure,189.0,51.0,M,1.0,True,1,12,start,confirm,12,0.0
6408,1545335,control,565480301_76787867897,long_tenure,286.0,46.0,M,1.0,True,0,3,start,start,3,0.0
6409,1545935,test,976873968_42239039722,short_tenure,59.0,24.0,F,0.0,True,1,7,start,confirm,7,0.0
6413,1546841,test,900546939_997190755,short_tenure,101.0,61.0,U,,True,0,9,start,step_3,9,0.0
6414,1547183,test,807794504_38561705158,short_tenure,59.0,22.5,U,,True,0,9,start,step_1,9,0.0
6415,1547304,control,3730695_12712015415,short_tenure,104.0,24.0,F,0.0,True,1,9,start,confirm,9,0.0
6416,1547321,test,30934644_49811359766,short_tenure,88.0,25.0,F,0.0,True,1,7,start,confirm,7,0.0
6418,1547876,test,523414248_94244097762,short_tenure,58.0,61.5,U,,True,1,17,start,confirm,17,0.0
6419,1548193,control,419342262_72462895462,long_tenure,215.0,33.5,M,1.0,True,0,11,start,step_1,11,0.0
6423,1548646,test,284415023_7008324179,long_tenure,209.0,83.0,F,0.0,True,0,5,start,start,5,0.0
6426,1549295,control,64564058_36442125678,short_tenure,65.0,19.0,U,,True,0,10,start,start,10,0.0
6429,1550027,test,658097594_65554759949,long_tenure,185.0,57.5,F,0.0,True,1,16,start,confirm,16,0.0
6433,1550660,control,885389181_40456440814,long_tenure,333.0,52.5,M,1.0,True,0,8,start,step_1,8,0.0
6434,1550711,test,688386551_20998935662,short_tenure,109.0,22.5,F,0.0,True,1,8,start,confirm,8,0.0
6439,1551060,test,730632156_87811602974,short_tenure,122.0,86.5,F,0.0,True,1,19,start,confirm,19,0.0
6440,1551298,test,536458699_87041153915,short_tenure,49.0,59.0,M,1.0,True,0,6,start,step_1,6,0.0
6441,1551335,control,51513802_79071479649,short_tenure,82.0,61.0,U,,True,0,22,step_1,step_2,22,0.0
6442,1551417,test,391233691_20760759964,short_tenure,97.0,40.0,U,,True,0,4,start,start,4,0.0
6448,1553187,test,455644527_90126509921,long_tenure,220.0,61.5,M,1.0,True,1,7,start,confirm,7,0.0
6452,1554200,control,604180875_37368872602,long_tenure,176.0,66.0,F,0.0,True,0,9,start,step_3,9,0.0
6453,1554378,control,361679727_67165261668,long_tenure,165.0,31.0,M,1.0,True,0,13,start,start,13,0.0
6456,1555059,control,358555848_2851306737,short_tenure,94.0,32.0,U,,True,0,4,start,start,4,0.0
6459,1555671,test,796975836_47275292084,long_tenure,191.0,32.5,M,1.0,True,1,9,start,confirm,9,0.0
6460,1555809,control,463366611_37935214360,short_tenure,74.0,57.0,M,1.0,True,0,16,start,start,16,0.0
6461,1555813,test,198207405_61492137222,short_tenure,94.0,51.5,U,,True,1,10,start,confirm,10,0.0
6462,1556209,control,132018335_26563825058,short_tenure,125.0,53.5,M,1.0,True,1,7,start,confirm,7,0.0
6464,1557014,control,170379645_31907207632,long_tenure,223.0,63.0,M,1.0,True,1,14,start,confirm,14,0.0
6465,1557476,control,956143475_6453395715,short_tenure,106.0,33.0,M,1.0,True,0,4,start,start,4,0.0
6470,1558312,control,397562195_28573798537,long_tenure,276.0,64.0,F,0.0,True,1,9,start,confirm,9,0.0
6475,1558940,control,894503120_96014955483,short_tenure,72.0,33.5,U,,True,1,8,start,confirm,8,0.0
6486,1562128,test,297078435_42288608841,short_tenure,47.0,67.5,U,,True,1,15,start,confirm,15,0.0
6489,1563051,test,183412039_41856496414,short_tenure,85.0,68.0,U,,True,0,4,start,step_1,4,0.0
6492,1563878,test,532207483_34543610842,long_tenure,195.0,56.5,F,0.0,True,1,7,start,confirm,7,0.0
6493,1563967,test,930457407_2886578512,short_tenure,73.0,32.5,U,,True,1,8,start,confirm,8,0.0
6496,1565067,control,43794544_28614693012,long_tenure,214.0,47.5,F,0.0,True,1,12,start,confirm,12,0.0
6497,1565127,test,675065284_66917809885,short_tenure,82.0,55.5,U,,True,1,9,start,confirm,9,0.0
6499,1565339,test,728810841_49090999569,short_tenure,60.0,65.5,U,,True,1,7,start,confirm,7,0.0
6501,1565737,control,313256292_16868757561,short_tenure,58.0,27.5,U,,True,0,9,start,start,9,0.0
6502,1565743,control,816365602_64202449465,short_tenure,82.0,29.0,M,1.0,True,0,3,start,start,3,0.0
6503,1565761,test,197027578_23041608787,long_tenure,218.0,60.5,F,0.0,True,1,11,start,confirm,11,0.0
6504,1565846,control,762136607_62075288482,long_tenure,190.0,51.0,M,1.0,True,0,8,start,start,8,0.0
6506,1566447,control,903026600_77814136287,long_tenure,300.0,80.0,F,0.0,True,0,11,start,step_3,11,0.0
6511,1568385,test,259776707_83385828372,long_tenure,153.0,66.0,F,0.0,True,0,4,start,start,4,0.0
6513,1568925,test,714634463_78961234371,short_tenure,85.0,75.0,U,,True,0,5,start,start,5,0.0
6515,1569088,test,795788056_33065527493,short_tenure,85.0,76.5,U,,True,1,11,start,confirm,11,0.0
6520,1570485,test,925481640_94517329951,short_tenure,78.0,23.5,U,,True,1,7,start,confirm,7,0.0
6521,1571253,test,456448862_16406731239,long_tenure,332.0,22.5,F,0.0,True,1,9,start,confirm,9,0.0
6522,1571466,control,1780693_18918685616,long_tenure,190.0,42.0,F,0.0,True,0,4,start,start,4,0.0
6523,1571508,control,432486171_43339433344,short_tenure,85.0,65.5,U,,True,0,9,start,step_1,9,0.0
6524,1571787,control,177783950_76105395930,long_tenure,167.0,51.0,F,0.0,True,1,14,start,confirm,14,0.0
6525,1572093,control,179663855_3090732483,long_tenure,151.0,33.0,M,1.0,True,0,4,start,start,4,0.0
6532,1574498,control,436435124_22798193506,long_tenure,190.0,57.0,F,0.0,True,0,4,start,start,4,0.0
6533,1574816,control,425715763_76350874967,long_tenure,334.0,65.5,F,0.0,True,1,9,start,confirm,9,0.0
6534,1574827,control,291279755_31415884634,short_tenure,56.0,26.5,U,,True,1,15,start,confirm,15,0.0
6536,1575010,test,883768018_48865543689,short_tenure,120.0,64.0,F,0.0,True,1,18,start,confirm,18,0.0
6537,1575136,test,326148520_31502548220,short_tenure,94.0,34.5,U,,True,1,7,start,confirm,7,0.0
6539,1575665,test,399363594_75560020831,short_tenure,85.0,33.0,U,,True,0,4,start,step_1,4,0.0
6540,1576378,test,992346656_66117784658,long_tenure,168.0,56.0,M,1.0,True,0,8,start,step_1,8,0.0
6542,1577311,test,396517916_86611054140,long_tenure,189.0,59.5,M,1.0,True,1,8,start,confirm,8,0.0
6544,1577727,control,368321595_39002860016,long_tenure,188.0,53.0,F,0.0,True,0,12,start,step_3,12,0.0
6545,1577980,control,374978696_9651476216,short_tenure,94.0,41.5,U,,True,1,7,start,confirm,7,0.0
6549,1578668,control,117550961_20913427815,long_tenure,192.0,38.5,M,1.0,True,0,10,start,start,10,0.0
6559,1581087,test,122491425_60722389499,short_tenure,106.0,56.0,M,1.0,True,1,25,start,confirm,25,0.0
6560,1581663,test,238978903_96800555287,short_tenure,73.0,22.0,U,,True,0,6,start,start,6,0.0
6561,1582402,control,218278221_41845395374,long_tenure,191.0,48.5,M,1.0,True,0,7,start,step_1,7,0.0
6565,1582990,test,969670627_43734775090,short_tenure,79.0,23.0,U,,True,0,7,start,start,7,0.0
6571,1584422,test,744869777_15154444285,long_tenure,328.0,73.0,F,0.0,True,0,7,start,start,7,0.0
6573,1584574,test,174007937_4529608606,short_tenure,83.0,57.5,U,,True,1,9,start,confirm,9,0.0
6575,1584960,control,954967466_50615542383,long_tenure,219.0,61.5,M,1.0,True,0,9,start,step_1,9,0.0
6577,1585267,test,260803330_12668949730,long_tenure,179.0,28.5,M,1.0,True,1,7,start,confirm,7,0.0
6579,1585978,control,775727309_14035206245,short_tenure,74.0,28.5,U,,True,1,8,start,confirm,8,0.0
6582,1587010,control,826097075_19541707401,short_tenure,73.0,61.0,U,,True,0,6,start,step_1,6,0.0
6587,1587933,control,393714934_25187032137,long_tenure,155.0,32.5,F,0.0,True,0,7,start,step_1,7,0.0
6589,1589303,test,534121036_87601551426,long_tenure,251.0,63.5,F,0.0,True,1,12,start,confirm,12,0.0
6590,1589492,test,545962084_10890937562,short_tenure,71.0,41.0,U,,True,0,7,start,start,7,0.0
6592,1590045,control,735880965_1784867710,long_tenure,161.0,67.5,M,1.0,True,1,9,start,confirm,9,0.0
6593,1590472,test,306479086_93410509269,short_tenure,65.0,21.0,U,,True,1,7,start,confirm,7,0.0
6595,1591385,control,55679133_26969628758,short_tenure,75.0,36.0,U,,True,0,6,start,start,6,0.0
6597,1591633,test,427064776_5948397556,short_tenure,57.0,63.0,M,1.0,True,0,12,start,start,12,0.0
6598,1591836,test,97615035_9326927697,long_tenure,159.0,41.5,M,1.0,True,0,11,start,start,11,0.0
6601,1592419,control,57894221_46832013941,short_tenure,59.0,79.0,U,,True,0,10,start,step_1,10,0.0
6606,1593003,test,197753619_16722433944,short_tenure,82.0,25.0,U,,True,1,12,start,confirm,12,0.0
6609,1593575,test,113264853_38944658431,long_tenure,252.0,53.5,F,0.0,True,1,9,start,confirm,9,0.0
6611,1593738,test,917352583_25488364617,long_tenure,193.0,56.0,M,1.0,True,0,11,start,start,11,0.0
6614,1595181,control,192892669_59718076998,short_tenure,56.0,67.5,M,1.0,True,1,8,start,confirm,8,0.0
6615,1595223,test,272742682_16716805486,long_tenure,279.0,83.0,M,1.0,True,1,81,start,confirm,81,0.0
6616,1595359,test,444521246_29745979537,long_tenure,202.0,49.0,M,1.0,True,0,3,start,start,3,0.0
6617,1595410,test,820164000_66268989253,long_tenure,183.0,24.5,F,0.0,True,1,7,start,confirm,7,0.0
6621,1596507,test,395562247_44165570167,long_tenure,336.0,78.0,F,0.0,True,0,10,start,start,10,0.0
6624,1596808,control,391080827_45028304939,short_tenure,117.0,30.5,M,1.0,True,1,8,start,confirm,8,0.0
6625,1597306,control,961243587_92001309937,long_tenure,375.0,53.5,F,0.0,True,1,9,start,confirm,9,0.0
6627,1597883,test,205909316_47981571226,short_tenure,70.0,25.0,U,,True,1,7,start,confirm,7,0.0
6629,1598073,test,448731420_11418653082,long_tenure,156.0,44.5,F,0.0,True,1,14,start,confirm,14,0.0
6630,1598081,control,605343304_59642621697,short_tenure,98.0,70.5,U,,True,0,10,start,step_1,10,0.0
6633,1598934,test,966387613_75892747742,short_tenure,127.0,39.5,M,1.0,True,0,12,start,start,12,0.0
6635,1599039,test,846294105_2958160079,long_tenure,161.0,77.0,M,1.0,True,0,16,start,start,16,0.0
6636,1599587,test,28248831_45135120633,long_tenure,147.0,67.0,F,0.0,True,0,6,start,step_1,6,0.0
6640,1600479,test,933462964_92401566954,long_tenure,205.0,46.5,M,1.0,True,1,14,start,confirm,14,0.0
6642,1600544,control,704577096_39106843454,short_tenure,52.0,60.5,U,,True,1,7,start,confirm,7,0.0
6644,1601030,test,622574600_11346098157,short_tenure,76.0,18.5,U,,True,1,9,start,confirm,9,0.0
6645,1601176,test,277433117_37573744828,short_tenure,64.0,61.5,U,,True,1,13,start,confirm,13,0.0
6647,1601247,test,350902842_43780299902,short_tenure,113.0,62.0,F,0.0,True,1,12,start,confirm,12,0.0
6649,1601687,control,917657378_70820834109,short_tenure,109.0,26.0,M,1.0,True,1,7,start,confirm,7,0.0
6651,1602111,test,604569014_83304430651,short_tenure,107.0,41.0,F,0.0,True,0,5,start,start,5,0.0
6652,1602129,test,417417989_8924677542,long_tenure,165.0,54.0,F,0.0,True,1,8,start,confirm,8,0.0
6654,1602655,test,529871983_35245806454,short_tenure,125.0,48.0,M,1.0,True,0,6,start,start,6,0.0
6662,1605061,test,241265597_20251672377,short_tenure,109.0,30.0,M,1.0,True,1,15,start,confirm,15,0.0
6663,1605344,control,464903134_92198863288,short_tenure,85.0,46.5,U,,True,1,10,start,confirm,10,0.0
6665,1605677,test,834286656_17435276980,long_tenure,180.0,38.5,F,0.0,True,1,9,start,confirm,9,0.0
6666,1605977,test,305141555_36601081493,long_tenure,186.0,66.5,M,1.0,True,1,11,start,confirm,11,0.0
6668,1606479,test,661136849_58407745883,long_tenure,259.0,34.5,M,1.0,True,1,9,start,confirm,9,0.0
6669,1606584,test,224490553_79396903524,short_tenure,97.0,25.0,U,,True,1,7,start,confirm,7,0.0
6672,1607366,test,534663198_83139779172,long_tenure,253.0,53.5,M,1.0,True,0,6,start,start,6,0.0
6673,1607409,test,642395058_39516791325,short_tenure,64.0,31.0,U,,True,0,5,start,start,5,0.0
6675,1608395,test,70289486_39073264843,long_tenure,264.0,68.0,U,,True,0,9,start,start,9,0.0
6676,1608489,test,855363143_72777135819,long_tenure,264.0,61.5,F,0.0,True,0,7,start,step_1,7,0.0
6677,1608794,control,4927648_80267139843,long_tenure,142.0,28.0,M,1.0,True,0,7,start,start,7,0.0
6679,1609281,test,862045467_30996318514,long_tenure,186.0,41.0,M,1.0,True,0,5,start,start,5,0.0
6680,1609374,control,677773515_56603769728,short_tenure,43.0,18.5,U,,True,1,7,start,confirm,7,0.0
6686,1609987,test,671388845_67050246624,long_tenure,309.0,59.5,M,1.0,True,1,7,start,confirm,7,0.0
6691,1610544,test,14794514_65149653362,short_tenure,106.0,69.5,M,1.0,True,1,29,start,confirm,29,0.0
6693,1610849,test,326561747_49283210893,short_tenure,117.0,38.0,M,1.0,True,0,9,start,start,9,0.0
6694,1610905,test,740939492_76078362653,long_tenure,238.0,73.5,F,0.0,True,1,17,start,confirm,17,0.0
6695,1611504,test,312601930_37233604821,short_tenure,138.0,23.5,M,1.0,True,0,7,start,start,7,0.0
6696,1612012,control,539000581_8580206429,long_tenure,166.0,58.0,F,0.0,True,0,6,start,step_1,6,0.0
6700,1612946,control,734009360_90373034401,short_tenure,57.0,30.0,U,,True,1,10,start,confirm,10,0.0
6701,1613067,control,719228610_21220455123,short_tenure,106.0,48.5,F,0.0,True,1,11,start,confirm,11,0.0
6705,1613278,control,534677022_87552016394,long_tenure,175.0,69.0,F,0.0,True,0,18,start,start,18,0.0
6706,1613482,test,140562375_89875965676,long_tenure,147.0,72.0,M,1.0,True,0,12,start,step_3,12,0.0
6708,1613840,control,597421138_19238541623,short_tenure,73.0,23.0,U,,True,0,4,start,step_1,4,0.0
6713,1615051,control,811060401_73854154920,short_tenure,84.0,55.5,U,,True,1,11,start,confirm,11,0.0
6716,1615546,control,652905079_57258242665,short_tenure,96.0,44.5,U,,True,1,12,start,confirm,12,0.0
6717,1615704,control,41955686_15566745317,long_tenure,190.0,31.0,F,0.0,True,1,16,start,confirm,16,0.0
6718,1615709,control,509305658_43503516180,long_tenure,187.0,41.5,F,0.0,True,1,10,start,confirm,10,0.0
6719,1616090,control,541525105_78415429640,short_tenure,134.0,49.5,M,1.0,True,0,8,start,step_1,8,0.0
6721,1616828,test,455920591_4293954764,short_tenure,90.0,65.5,U,,True,1,9,start,confirm,9,0.0
6722,1617112,control,852778700_35982172625,short_tenure,115.0,43.5,F,0.0,True,1,9,start,confirm,9,0.0
6724,1617593,test,765403089_80118370684,long_tenure,166.0,58.5,F,0.0,True,1,10,start,confirm,10,0.0
6725,1617973,control,867459353_33205625867,long_tenure,261.0,59.5,F,0.0,True,0,7,start,step_1,7,0.0
6733,1619736,test,730047504_94388667925,long_tenure,218.0,58.0,U,,True,0,5,start,step_1,5,0.0
6734,1619822,test,915439872_33828719059,short_tenure,64.0,56.0,U,,True,0,11,start,start,11,0.0
6735,1620011,control,958684924_80605721148,long_tenure,297.0,62.5,M,1.0,True,0,9,start,step_1,9,0.0
6736,1620429,control,826787410_91755614328,short_tenure,109.0,39.5,F,0.0,True,1,10,start,confirm,10,0.0
6737,1620626,control,230201606_69433400261,short_tenure,73.0,27.5,U,,True,0,14,start,start,14,0.0
6741,1621451,test,48211294_88815884235,long_tenure,141.0,66.0,F,0.0,True,0,35,start,step_3,35,0.0
6743,1621856,test,447991543_86524103044,short_tenure,74.0,27.0,U,,True,0,5,start,start,5,0.0
6745,1622171,test,955929526_54528354302,short_tenure,94.0,45.0,F,0.0,True,0,10,start,step_3,10,0.0
6747,1623042,control,664198566_93325834001,short_tenure,53.0,22.5,U,,True,1,7,start,confirm,7,0.0
6752,1624825,test,92819616_9705471283,long_tenure,195.0,63.5,F,0.0,True,1,14,start,confirm,14,0.0
6753,1625605,control,137685359_24518925336,long_tenure,156.0,33.5,M,1.0,True,1,9,start,confirm,9,0.0
6754,1625758,test,459854012_22830718201,long_tenure,189.0,61.0,M,1.0,True,1,10,start,confirm,10,0.0
6761,1626836,test,306842712_3430908564,long_tenure,181.0,47.0,F,0.0,True,0,5,start,start,5,0.0
6766,1627521,control,930129804_69476448526,short_tenure,73.0,37.0,U,,True,0,9,start,step_3,9,0.0
6769,1628625,control,914454344_57888728268,long_tenure,152.0,29.0,M,1.0,True,1,10,start,confirm,10,0.0
6774,1630043,test,434131981_40803365174,long_tenure,203.0,55.5,F,0.0,True,1,11,start,confirm,11,0.0
6777,1630981,test,633742762_31991150725,short_tenure,127.0,39.5,F,0.0,True,1,18,start,confirm,18,0.0
6778,1631224,test,841982541_27070898206,long_tenure,147.0,61.5,M,1.0,True,1,16,start,confirm,16,0.0
6779,1631322,control,882335112_28320727798,short_tenure,87.0,73.0,U,,True,0,10,start,start,10,0.0
6782,1631869,test,802552771_7031559638,short_tenure,92.0,25.0,U,,True,0,6,start,start,6,0.0
6783,1632090,test,603839758_45350912189,short_tenure,91.0,58.0,U,,True,1,18,start,confirm,18,0.0
6785,1632385,test,904885412_91785779758,short_tenure,119.0,61.5,M,1.0,True,1,20,start,confirm,20,0.0
6786,1632591,test,27534436_43436738507,short_tenure,93.0,53.5,U,,True,1,9,start,confirm,9,0.0
6788,1633473,control,432355685_65024359425,long_tenure,173.0,68.5,M,1.0,True,0,12,start,step_1,12,0.0
6791,1633998,test,380008193_66550905148,short_tenure,121.0,43.5,M,1.0,True,1,10,start,confirm,10,0.0
6792,1634188,test,480840387_8682560772,short_tenure,98.0,62.0,U,,True,0,8,start,step_3,8,0.0
6793,1634213,control,528902849_23185263657,long_tenure,245.0,48.5,F,0.0,True,0,9,start,step_3,9,0.0
6794,1634257,test,463776870_71248741527,short_tenure,64.0,55.5,M,1.0,True,1,9,start,confirm,9,0.0
6795,1634583,control,337966460_24097766909,short_tenure,69.0,36.0,U,,True,1,10,start,confirm,10,0.0
6796,1635115,test,783381331_51078349317,short_tenure,73.0,30.5,U,,True,1,7,start,confirm,7,0.0
6801,1636073,control,754216001_50458923846,short_tenure,91.0,37.5,U,,True,0,9,start,start,9,0.0
6802,1636131,control,694834699_88383562529,short_tenure,64.0,56.5,F,0.0,True,1,8,start,confirm,8,0.0
6804,1637188,test,814396719_36653234047,short_tenure,108.0,71.5,M,1.0,True,1,12,confirm,confirm,12,0.0
6812,1639014,test,775757311_92090307105,short_tenure,65.0,79.0,U,,True,1,36,start,confirm,36,0.0
6814,1639177,control,508792258_58324970376,short_tenure,106.0,44.0,F,0.0,True,0,5,start,start,5,0.0
6821,1640739,test,864337076_66952927022,short_tenure,102.0,44.0,M,1.0,True,1,10,start,confirm,10,0.0
6823,1641046,control,681773555_21294742643,long_tenure,199.0,63.5,M,1.0,True,0,23,start,start,23,0.0
6826,1641715,control,329835832_51862107918,long_tenure,143.0,43.5,M,1.0,True,0,11,start,start,11,0.0
6833,1643533,control,353982891_80880835112,short_tenure,61.0,55.5,F,0.0,True,0,8,step_1,step_1,8,0.0
6834,1643543,test,610092258_65512257000,long_tenure,139.0,54.0,M,1.0,True,0,3,start,start,3,0.0
6837,1643971,control,348399456_50120361852,short_tenure,77.0,65.5,U,,True,1,11,start,confirm,11,0.0
6838,1644880,test,157802039_73970716130,long_tenure,346.0,56.0,F,0.0,True,0,7,start,start,7,0.0
6841,1645625,test,263106297_31255505166,long_tenure,159.0,63.0,F,0.0,True,0,21,start,start,21,0.0
6843,1646603,control,26252461_90603995066,short_tenure,71.0,53.5,U,,True,1,9,start,confirm,9,0.0
6844,1646892,test,325535079_98802259488,short_tenure,75.0,52.5,U,,True,1,13,start,confirm,13,0.0
6845,1647031,test,341157046_56353324098,short_tenure,103.0,73.5,U,,True,0,6,start,start,6,0.0
6848,1648153,test,459701499_44358315343,short_tenure,110.0,43.5,F,0.0,True,1,6,start,confirm,6,0.0
6852,1648735,control,237059856_17532003864,long_tenure,253.0,73.5,M,1.0,True,0,19,start,step_1,19,0.0
6854,1649221,control,555393455_96711574721,short_tenure,93.0,24.5,U,,True,1,9,start,confirm,9,0.0
6855,1649284,control,660842963_86651083322,short_tenure,71.0,23.5,F,0.0,True,1,9,start,confirm,9,0.0
6857,1649876,test,84541142_33370741079,short_tenure,78.0,53.5,U,,True,1,16,start,confirm,16,0.0
6862,1650896,test,201820386_82668228839,short_tenure,65.0,54.5,U,,True,0,15,start,step_1,15,0.0
6863,1650908,control,707689676_67657546181,long_tenure,277.0,62.0,U,,True,0,8,start,start,8,0.0
6864,1651188,control,726532983_60512658300,long_tenure,229.0,39.5,F,0.0,True,1,7,start,confirm,7,0.0
6865,1651334,control,138371738_53605041282,short_tenure,118.0,23.0,M,1.0,True,0,16,start,start,16,0.0
6869,1652025,control,219972786_80653482282,long_tenure,215.0,64.5,M,1.0,True,0,10,start,start,10,0.0
6871,1652493,control,826270390_57248949281,short_tenure,73.0,25.0,U,,True,0,5,start,start,5,0.0
6874,1653222,test,178837340_80303793741,short_tenure,59.0,36.5,U,,True,1,7,start,confirm,7,0.0
6876,1653342,test,172671677_86324999977,short_tenure,66.0,62.0,U,,True,1,7,start,confirm,7,0.0
6880,1654172,control,485896317_57809338720,long_tenure,280.0,25.5,F,0.0,True,1,10,start,confirm,10,0.0
6881,1654944,control,541017406_74265008655,short_tenure,66.0,32.0,U,,True,0,4,start,start,4,0.0
6883,1655063,test,572258849_19868343285,short_tenure,56.0,57.0,U,,True,0,6,start,start,6,0.0
6886,1655754,test,542673677_20530731857,long_tenure,257.0,53.5,M,1.0,True,1,8,start,confirm,8,0.0
6887,1655833,test,866102181_45125278086,short_tenure,128.0,60.5,M,1.0,True,1,8,start,confirm,8,0.0
6888,1656011,test,222751904_82771417339,short_tenure,84.0,53.5,U,,True,1,23,start,confirm,23,0.0
6891,1656762,control,829323053_89331881387,short_tenure,48.0,46.0,U,,True,0,8,start,start,8,0.0
6892,1656898,test,226437055_28570324219,short_tenure,118.0,63.5,F,0.0,True,1,11,start,confirm,11,0.0
6895,1657840,test,31890426_50265087511,long_tenure,151.0,44.5,F,0.0,True,1,7,start,confirm,7,0.0
6897,1658480,control,160889366_29353733581,long_tenure,172.0,55.5,M,1.0,True,0,6,start,step_1,6,0.0
6899,1658654,test,951124932_46483328662,short_tenure,59.0,27.5,U,,True,1,9,start,confirm,9,0.0
6906,1659147,test,23243128_71161027034,long_tenure,187.0,43.0,M,1.0,True,0,3,start,start,3,0.0
6908,1659811,test,790846718_38249863768,short_tenure,111.0,24.5,M,1.0,True,1,7,start,confirm,7,0.0
6909,1659843,test,843517229_46195666344,short_tenure,59.0,30.5,U,,True,1,9,start,confirm,9,0.0
6910,1660205,test,605983459_87853134241,long_tenure,263.0,79.0,M,1.0,True,0,20,start,step_1,20,0.0
6911,1660531,test,369823704_52894435199,long_tenure,347.0,50.5,M,1.0,True,1,7,start,confirm,7,0.0
6913,1660696,test,43803618_55243042834,short_tenure,60.0,44.0,U,,True,1,7,start,confirm,7,0.0
6915,1661053,control,768224358_7918880699,long_tenure,258.0,64.0,M,1.0,True,0,6,start,step_3,6,0.0
